,subject,set,day,task,trainingtype,order,Subject2,Session,Group,Block,BlockList,trial,TrialList1,TrialList1.Cycle,TrialList1.Sample,Bloc,TypeLetter1,Training,InputVis1,accuracy,RT
3714,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,7.0,23.0,1.0,7.0,1.0,control,AV,L7_LD_big.png,1.0,643.0
3715,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,8.0,14.0,1.0,8.0,1.0,LeftRight,AV,L5_RD_big.png,1.0,926.0
3716,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,9.0,26.0,1.0,9.0,1.0,New,AV,L8_LD.png,1.0,699.0
3717,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,10.0,2.0,1.0,10.0,1.0,LeftRight,AV,L5_LD.png,1.0,770.0
3718,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,11.0,3.0,1.0,11.0,1.0,UpDown,AV,L6_LD.png,1.0,849.0
3719,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,12.0,4.0,1.0,12.0,1.0,UpDown,AV,L6_LU.png,1.0,665.0
3720,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,13.0,12.0,1.0,13.0,1.0,New,AV,L7_RD_big.png,1.0,688.0
3721,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,14.0,16.0,1.0,14.0,1.0,New,AV,L5_RU_big.png,1.0,755.0
3722,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,15.0,25.0,1.0,15.0,1.0,New,AV,L7_RU_big.png,1.0,1118.0
3723,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,16.0,11.0,1.0,16.0,1.0,New,AV,L7_RD.png,1.0,914.0
3724,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,17.0,27.0,1.0,17.0,1.0,New,AV,L8_LU.png,1.0,712.0
3725,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,LeftRight,AV,L5_RD.png,1.0,773.0
3726,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,19.0,9.0,1.0,19.0,1.0,New,AV,L7_LU.png,1.0,730.0
3727,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,20.0,20.0,1.0,20.0,1.0,New,AV,L6_RD_big.png,1.0,834.0
3728,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,21.0,17.0,1.0,21.0,1.0,UpDown,AV,L6_LD_big.png,1.0,683.0
3729,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,22.0,13.0,1.0,22.0,1.0,LeftRight,AV,L5_LD_big.png,1.0,923.0
3730,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,23.0,15.0,1.0,23.0,1.0,New,AV,L5_LU_big.png,1.0,753.0
3731,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,24.0,18.0,1.0,24.0,1.0,UpDown,AV,L6_LU_big.png,1.0,680.0
3732,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,25.0,7.0,1.0,25.0,1.0,UpDown,AV,L5_LU.png,1.0,747.0
3733,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,26.0,10.0,1.0,26.0,1.0,New,AV,L7_LU_big.png,1.0,748.0
3734,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,27.0,8.0,1.0,27.0,1.0,UpDown,AV,L5_RU.png,1.0,757.0
3735,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,28.0,30.0,1.0,28.0,1.0,New,AV,L8_LD_big.png,1.0,790.0
3736,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,29.0,6.0,1.0,29.0,1.0,control,AV,L8_RD.png,1.0,519.0
3737,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,30.0,22.0,1.0,30.0,1.0,New,AV,L6_RU_big.png,1.0,649.0
3738,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,31.0,32.0,1.0,31.0,1.0,New,AV,L8_RU_big.png,1.0,561.0
3739,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,32.0,19.0,1.0,32.0,1.0,New,AV,L6_RD.png,1.0,718.0
3740,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,33.0,9.0,2.0,33.0,1.0,New,AV,L7_LU.png,1.0,636.0
3741,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,34.0,19.0,2.0,34.0,1.0,New,AV,L6_RD.png,1.0,630.0
3742,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,35.0,28.0,2.0,35.0,1.0,New,AV,L8_RD_big.png,1.0,805.0
3743,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,36.0,3.0,2.0,36.0,1.0,UpDown,AV,L6_LD.png,1.0,694.0
3744,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,37.0,5.0,2.0,37.0,1.0,control,AV,L7_LD.png,1.0,717.0
3745,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,38.0,22.0,2.0,38.0,1.0,New,AV,L6_RU_big.png,1.0,659.0
3746,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,39.0,10.0,2.0,39.0,1.0,New,AV,L7_LU_big.png,1.0,712.0
3747,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,40.0,27.0,2.0,40.0,1.0,New,AV,L8_LU.png,1.0,703.0
3748,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,41.0,16.0,2.0,41.0,1.0,New,AV,L5_RU_big.png,1.0,850.0
3749,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,42.0,7.0,2.0,42.0,1.0,UpDown,AV,L5_LU.png,1.0,920.0
3750,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,43.0,13.0,2.0,43.0,1.0,LeftRight,AV,L5_LD_big.png,1.0,713.0
3751,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,44.0,17.0,2.0,44.0,1.0,UpDown,AV,L6_LD_big.png,1.0,720.0
3752,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,45.0,2.0,2.0,45.0,1.0,LeftRight,AV,L5_LD.png,1.0,759.0
3753,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,46.0,25.0,2.0,46.0,1.0,New,AV,L7_RU_big.png,1.0,762.0
3754,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,47.0,24.0,2.0,47.0,1.0,New,AV,L7_RU.png,1.0,809.0
3755,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,48.0,6.0,2.0,48.0,1.0,control,AV,L8_RD.png,1.0,591.0
3756,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,49.0,30.0,2.0,49.0,1.0,New,AV,L8_LD_big.png,1.0,703.0
3757,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,50.0,14.0,2.0,50.0,1.0,LeftRight,AV,L5_RD_big.png,1.0,574.0
3758,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,51.0,15.0,2.0,51.0,1.0,New,AV,L5_LU_big.png,1.0,609.0
3759,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,52.0,29.0,2.0,52.0,1.0,New,AV,L8_RU.png,1.0,686.0
3760,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,53.0,20.0,2.0,53.0,1.0,New,AV,L6_RD_big.png,1.0,755.0
3761,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,54.0,11.0,2.0,54.0,1.0,New,AV,L7_RD.png,1.0,811.0
3762,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,55.0,26.0,2.0,55.0,1.0,New,AV,L8_LD.png,1.0,627.0
3763,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,56.0,1.0,2.0,56.0,1.0,LeftRight,AV,L5_RD.png,1.0,713.0
3764,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,57.0,32.0,2.0,57.0,1.0,New,AV,L8_RU_big.png,1.0,673.0
3765,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,58.0,31.0,2.0,58.0,1.0,New,AV,L8_LU_big.png,1.0,733.0
3766,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,59.0,18.0,2.0,59.0,1.0,UpDown,AV,L6_LU_big.png,1.0,650.0
3767,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,60.0,8.0,2.0,60.0,1.0,UpDown,AV,L5_RU.png,1.0,661.0
3768,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,61.0,21.0,2.0,61.0,1.0,New,AV,L6_RU.png,1.0,643.0
3769,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,62.0,12.0,2.0,62.0,1.0,New,AV,L7_RD_big.png,1.0,697.0
3770,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,63.0,4.0,2.0,63.0,1.0,UpDown,AV,L6_LU.png,1.0,680.0
3771,17,B,2,visualrecognition,LowCOG,3,17.0,2.0,5.0,1.0,1.0,64.0,23.0,2.0,64.0,1.0,control,AV,L7_LD_big.png,1.0,757.0
3772,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,1.0,27.0,1.0,1.0,1.0,new,AVSW_Build_up,L3_RD.png,1.0,941.0
3773,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,2.0,23.0,1.0,2.0,1.0,new,AVSW_Build_up,L3_LD_big.png,1.0,609.0
3774,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,3.0,21.0,1.0,3.0,1.0,new,AVSW_Build_up,L2_LD_big.png,0.0,738.0
3775,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,4.0,24.0,1.0,4.0,1.0,new,AVSW_Build_up,L4_RD_big.png,1.0,578.0
3776,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,5.0,30.0,1.0,5.0,1.0,new,AVSW_Build_up,L4_LD_big.png,1.0,640.0
3777,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,6.0,9.0,1.0,6.0,1.0,UpDown,AVSW_Build_up,L2_RD_big.png,1.0,1183.0
3778,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,7.0,18.0,1.0,7.0,1.0,new,AVSW_Build_up,L1_RD.png,1.0,763.0
3779,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,8.0,11.0,1.0,8.0,1.0,control,AVSW_Build_up,L3_LU_big.png,1.0,831.0
3780,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,9.0,32.0,1.0,9.0,1.0,new,AVSW_Build_up,L4_RD.png,1.0,633.0
3781,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,10.0,29.0,1.0,10.0,1.0,new,AVSW_Build_up,L4_LD.png,1.0,681.0
3782,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,11.0,14.0,1.0,11.0,1.0,new,AVSW_Build_up,L1_LD_big.png,1.0,743.0
3783,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,12.0,5.0,1.0,12.0,1.0,control,AVSW_Build_up,L3_LU.png,1.0,596.0
3784,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,13.0,20.0,1.0,13.0,1.0,new,AVSW_Build_up,L2_LD.png,0.0,750.0
3785,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,14.0,16.0,1.0,14.0,1.0,new,AVSW_Build_up,L4_LU_big.png,1.0,652.0
3786,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,15.0,7.0,1.0,15.0,1.0,LeftRight,AVSW_Build_up,L1_RU_big.png,1.0,971.0
3787,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,16.0,31.0,1.0,16.0,1.0,new,AVSW_Build_up,L4_LU.png,1.0,829.0
3788,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,17.0,28.0,1.0,17.0,1.0,new,AVSW_Build_up,L3_RU.png,1.0,700.0
3789,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,18.0,13.0,1.0,18.0,1.0,new,AVSW_Build_up,L1_RD_big.png,1.0,721.0
3790,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,19.0,4.0,1.0,19.0,1.0,UpDown,AVSW_Build_up,L2_RU.png,1.0,962.0
3791,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,20.0,2.0,1.0,20.0,1.0,LeftRight,AVSW_Build_up,L1_LU.png,1.0,566.0
3792,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,21.0,15.0,1.0,21.0,1.0,new,AVSW_Build_up,L3_RU_big.png,1.0,880.0
3793,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,22.0,3.0,1.0,22.0,1.0,UpDown,AVSW_Build_up,L2_RD.png,0.0,1049.0
3794,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,23.0,17.0,1.0,23.0,1.0,new,AVSW_Build_up,L1_LD.png,1.0,1147.0
3795,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,24.0,22.0,1.0,24.0,1.0,new,AVSW_Build_up,L2_LU_big.png,1.0,777.0
3796,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,25.0,25.0,1.0,25.0,1.0,new,AVSW_Build_up,L2_LU.png,1.0,1169.0
3797,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,26.0,8.0,1.0,26.0,1.0,LeftRight,AVSW_Build_up,L1_LU_big.png,1.0,639.0
3798,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,27.0,19.0,1.0,27.0,1.0,new,AVSW_Build_up,L3_RD_big.png,1.0,585.0
3799,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,28.0,26.0,1.0,28.0,1.0,new,AVSW_Build_up,L3_LD.png,1.0,642.0
3800,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,29.0,6.0,1.0,29.0,1.0,control,AVSW_Build_up,L4_RU.png,1.0,568.0
3801,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,30.0,1.0,1.0,30.0,1.0,LeftRight,AVSW_Build_up,L1_RU.png,1.0,658.0
3802,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,31.0,12.0,1.0,31.0,1.0,control,AVSW_Build_up,L4_RU_big.png,1.0,574.0
3803,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,32.0,10.0,1.0,32.0,1.0,UpDown,AVSW_Build_up,L2_RU_big.png,0.0,686.0
3804,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,33.0,7.0,2.0,33.0,1.0,LeftRight,AVSW_Build_up,L1_RU_big.png,1.0,661.0
3805,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,34.0,15.0,2.0,34.0,1.0,new,AVSW_Build_up,L3_RU_big.png,1.0,898.0
3806,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,35.0,25.0,2.0,35.0,1.0,new,AVSW_Build_up,L2_LU.png,1.0,901.0
3807,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,36.0,3.0,2.0,36.0,1.0,UpDown,AVSW_Build_up,L2_RD.png,1.0,964.0
3808,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,37.0,29.0,2.0,37.0,1.0,new,AVSW_Build_up,L4_LD.png,1.0,780.0
3809,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,38.0,28.0,2.0,38.0,1.0,new,AVSW_Build_up,L3_RU.png,1.0,620.0
3810,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,39.0,12.0,2.0,39.0,1.0,control,AVSW_Build_up,L4_RU_big.png,1.0,613.0
3811,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,40.0,20.0,2.0,40.0,1.0,new,AVSW_Build_up,L2_LD.png,1.0,691.0
3812,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,41.0,1.0,2.0,41.0,1.0,LeftRight,AVSW_Build_up,L1_RU.png,1.0,672.0
3813,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,42.0,26.0,2.0,42.0,1.0,new,AVSW_Build_up,L3_LD.png,1.0,594.0
3814,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,43.0,30.0,2.0,43.0,1.0,new,AVSW_Build_up,L4_LD_big.png,1.0,705.0
3815,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,44.0,24.0,2.0,44.0,1.0,new,AVSW_Build_up,L4_RD_big.png,1.0,793.0
3816,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,45.0,32.0,2.0,45.0,1.0,new,AVSW_Build_up,L4_RD.png,1.0,662.0
3817,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,46.0,16.0,2.0,46.0,1.0,new,AVSW_Build_up,L4_LU_big.png,1.0,732.0
3818,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,47.0,11.0,2.0,47.0,1.0,control,AVSW_Build_up,L3_LU_big.png,1.0,591.0
3819,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,48.0,2.0,2.0,48.0,1.0,LeftRight,AVSW_Build_up,L1_LU.png,1.0,633.0
3820,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,49.0,10.0,2.0,49.0,1.0,UpDown,AVSW_Build_up,L2_RU_big.png,1.0,690.0
3821,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,50.0,9.0,2.0,50.0,1.0,UpDown,AVSW_Build_up,L2_RD_big.png,1.0,851.0
3822,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,51.0,4.0,2.0,51.0,1.0,UpDown,AVSW_Build_up,L2_RU.png,1.0,647.0
3823,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,52.0,21.0,2.0,52.0,1.0,new,AVSW_Build_up,L2_LD_big.png,0.0,795.0
3824,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,53.0,14.0,2.0,53.0,1.0,new,AVSW_Build_up,L1_LD_big.png,1.0,792.0
3825,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,54.0,5.0,2.0,54.0,1.0,control,AVSW_Build_up,L3_LU.png,1.0,879.0
3826,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,55.0,31.0,2.0,55.0,1.0,new,AVSW_Build_up,L4_LU.png,1.0,877.0
3827,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,56.0,19.0,2.0,56.0,1.0,new,AVSW_Build_up,L3_RD_big.png,1.0,663.0
3828,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,57.0,8.0,2.0,57.0,1.0,LeftRight,AVSW_Build_up,L1_LU_big.png,1.0,647.0
3829,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,58.0,6.0,2.0,58.0,1.0,control,AVSW_Build_up,L4_RU.png,1.0,660.0
3830,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,59.0,22.0,2.0,59.0,1.0,new,AVSW_Build_up,L2_LU_big.png,1.0,1087.0
3831,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,60.0,13.0,2.0,60.0,1.0,new,AVSW_Build_up,L1_RD_big.png,1.0,776.0
3832,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,61.0,23.0,2.0,61.0,1.0,new,AVSW_Build_up,L3_LD_big.png,1.0,760.0
3833,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,62.0,17.0,2.0,62.0,1.0,new,AVSW_Build_up,L1_LD.png,1.0,1099.0
3834,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,63.0,18.0,2.0,63.0,1.0,new,AVSW_Build_up,L1_RD.png,1.0,691.0
3835,17,A,2,visualrecognition,BuildUP,1,17.0,2.0,5.0,1.0,1.0,64.0,27.0,2.0,64.0,1.0,new,AVSW_Build_up,L3_RD.png,1.0,677.0
3902,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,UpDown,AV,L5_LU.png,1.0,2422.0
3903,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,2.0,32.0,1.0,2.0,1.0,New,AV,L8_RU_big.png,1.0,1046.0
3904,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,LeftRight,AV,L5_RD.png,1.0,879.0
3905,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,4.0,11.0,1.0,4.0,1.0,New,AV,L7_RD.png,1.0,799.0
3906,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,5.0,20.0,1.0,5.0,1.0,New,AV,L6_RD_big.png,1.0,628.0
3907,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,6.0,22.0,1.0,6.0,1.0,New,AV,L6_RU_big.png,1.0,846.0
3908,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,7.0,18.0,1.0,7.0,1.0,UpDown,AV,L6_LU_big.png,1.0,812.0
3909,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,8.0,14.0,1.0,8.0,1.0,LeftRight,AV,L5_RD_big.png,1.0,678.0
3910,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,9.0,13.0,1.0,9.0,1.0,LeftRight,AV,L5_LD_big.png,1.0,595.0
3911,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,10.0,2.0,1.0,10.0,1.0,LeftRight,AV,L5_LD.png,1.0,669.0
3912,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,11.0,4.0,1.0,11.0,1.0,UpDown,AV,L6_LU.png,1.0,688.0
3913,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,12.0,26.0,1.0,12.0,1.0,New,AV,L8_LD.png,1.0,653.0
3914,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,13.0,6.0,1.0,13.0,1.0,control,AV,L8_RD.png,0.0,674.0
3915,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,14.0,9.0,1.0,14.0,1.0,New,AV,L7_LU.png,1.0,508.0
3916,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,15.0,27.0,1.0,15.0,1.0,New,AV,L8_LU.png,1.0,701.0
3917,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,16.0,8.0,1.0,16.0,1.0,UpDown,AV,L5_RU.png,1.0,816.0
3918,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,17.0,25.0,1.0,17.0,1.0,New,AV,L7_RU_big.png,1.0,730.0
3919,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,18.0,3.0,1.0,18.0,1.0,UpDown,AV,L6_LD.png,1.0,795.0
3920,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,19.0,17.0,1.0,19.0,1.0,UpDown,AV,L6_LD_big.png,1.0,701.0
3921,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,20.0,5.0,1.0,20.0,1.0,control,AV,L7_LD.png,1.0,903.0
3922,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,21.0,21.0,1.0,21.0,1.0,New,AV,L6_RU.png,1.0,1461.0
3923,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,22.0,15.0,1.0,22.0,1.0,New,AV,L5_LU_big.png,1.0,909.0
3924,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,23.0,19.0,1.0,23.0,1.0,New,AV,L6_RD.png,1.0,930.0
3925,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,24.0,10.0,1.0,24.0,1.0,New,AV,L7_LU_big.png,1.0,1010.0
3926,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,25.0,16.0,1.0,25.0,1.0,New,AV,L5_RU_big.png,1.0,1105.0
3927,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,26.0,30.0,1.0,26.0,1.0,New,AV,L8_LD_big.png,1.0,712.0
3928,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,27.0,12.0,1.0,27.0,1.0,New,AV,L7_RD_big.png,1.0,753.0
3929,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,28.0,29.0,1.0,28.0,1.0,New,AV,L8_RU.png,1.0,587.0
3930,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,29.0,31.0,1.0,29.0,1.0,New,AV,L8_LU_big.png,1.0,666.0
3931,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,30.0,23.0,1.0,30.0,1.0,control,AV,L7_LD_big.png,1.0,790.0
3932,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,31.0,24.0,1.0,31.0,1.0,New,AV,L7_RU.png,1.0,985.0
3933,10,B,1,visualrecognition,BuildUP,3,10.0,1.0,4.0,1.0,1.0,32.0,28.0,1.0,32.0,1.0,New,AV,L8_RD_big.png,0.0,713.0
