,subject,set,day,task,trainingtype,order,Subject2,Session,Age,Sex,Handedness,Group,Block,Trial,Training,TypeLettre,typemismatch,matching,LetterStimAud,accuracy,RT
1072,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,8.0,11.0,AVW,control,match,match,L7_LD.png,1.0,1056.0
1073,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,8.0,12.0,AVW,new,UpDown,mismatch,L7_LD.png,1.0,798.0
1074,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,1.0,AVW,control,match,match,L8_RD.png,1.0,888.0
1075,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,2.0,AVW,new,miroir,mismatch,L8_RD.png,1.0,881.0
1076,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,3.0,AVW,LeftRight,diffLettre,mismatch,L5_LD.png,1.0,937.0
1077,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,4.0,AVW,UpDown,UpDown,mismatch,L6_LU.png,1.0,989.0
1078,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,5.0,AVW,UpDown,match,match,L6_LD.png,1.0,970.0
1079,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,6.0,AVW,new,diffLettre,mismatch,L7_LD.png,1.0,732.0
1080,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,7.0,AVW,LeftRight,match,match,L5_RD.png,1.0,1068.0
1081,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,8.0,AVW,control,match,match,L7_LD.png,1.0,989.0
1082,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,9.0,AVW,UpDown,match,match,L6_LU.png,1.0,777.0
1083,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,10.0,AVW,LeftRight,match,match,L5_LD.png,1.0,1134.0
1084,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,11.0,AVW,new,UpDown,mismatch,L5_RD.png,1.0,822.0
1085,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,9.0,12.0,AVW,new,miroir,mismatch,L6_LD.png,1.0,1011.0
1086,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,1.0,AVW,control,diffLettre,mismatch,L6_LD.png,1.0,1013.0
1087,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,2.0,AVW,UpDown,match,match,L6_LU.png,1.0,674.0
1088,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,3.0,AVW,LeftRight,match,match,L5_LD.png,1.0,937.0
1089,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,4.0,AVW,control,match,match,L8_RD.png,1.0,834.0
1090,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,5.0,AVW,control,match,match,L7_LD.png,1.0,807.0
1091,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,6.0,AVW,LeftRight,match,match,L5_RD.png,1.0,1096.0
1092,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,7.0,AVW,new,miroir,mismatch,L8_RD.png,1.0,778.0
1093,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,8.0,AVW,new,miroir,mismatch,L7_LD.png,1.0,910.0
1094,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,9.0,AVW,new,UpDown,mismatch,L5_RD.png,1.0,878.0
1095,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,10.0,AVW,new,UpDown,mismatch,L5_LD.png,1.0,846.0
1096,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,11.0,AVW,new,diffLettre,mismatch,L6_LU.png,1.0,605.0
1097,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,10.0,12.0,AVW,UpDown,match,match,L6_LD.png,1.0,904.0
1098,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,1.0,AVW,control,match,match,L8_RD.png,1.0,888.0
1099,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,2.0,AVW,LeftRight,match,match,L5_LD.png,1.0,955.0
1100,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,3.0,AVW,UpDown,match,match,L6_LU.png,1.0,644.0
1101,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,4.0,AVW,control,match,match,L7_LD.png,1.0,850.0
1102,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,5.0,AVW,LeftRight,match,match,L5_RD.png,1.0,741.0
1103,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,6.0,AVW,UpDown,match,match,L6_LD.png,1.0,1149.0
1104,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,7.0,AVW,new,miroir,mismatch,L6_LU.png,1.0,547.0
1105,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,8.0,AVW,control,UpDown,mismatch,L5_LD.png,1.0,807.0
1106,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,9.0,AVW,new,UpDown,mismatch,L7_LD.png,1.0,857.0
1107,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,10.0,AVW,UpDown,diffLettre,mismatch,L8_RD.png,1.0,811.0
1108,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,11.0,AVW,new,diffLettre,mismatch,L6_LD.png,1.0,946.0
1109,5,B,1,association,LowCOG,3,5.0,1.0,19.0,female,right,5.0,11.0,12.0,AVW,LeftRight,miroir,mismatch,L5_RD.png,1.0,796.0
1116,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,1.0,AV,UpDown,match,match,L2_RU.png,1.0,1263.0
1117,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,2.0,AV,UpDown,match,match,L2_RD.png,1.0,1210.0
1118,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,3.0,AV,LeftRight,miroir,mismatch,L1_LU.png,1.0,940.0
1119,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,4.0,AV,LeftRight,match,match,L1_LU.png,1.0,895.0
1120,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,5.0,AV,LeftRight,match,match,L1_RU.png,1.0,857.0
1121,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,6.0,AV,control,diffLettre,mismatch,L4_RU.png,1.0,1316.0
1122,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,7.0,AV,LeftRight,miroir,mismatch,L1_RU.png,1.0,1178.0
1123,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,8.0,AV,control,match,match,L4_RU.png,1.0,836.0
1124,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,9.0,AV,control,diffLettre,mismatch,L3_LU.png,1.0,961.0
1125,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,10.0,AV,control,match,match,L3_LU.png,1.0,761.0
1126,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,11.0,AV,UpDown,UpDown,mismatch,L2_RU.png,1.0,1118.0
1127,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,7.0,12.0,AV,UpDown,UpDown,mismatch,L2_RD.png,1.0,1176.0
1128,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,1.0,AV,UpDown,match,match,L2_RU.png,1.0,1275.0
1129,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,2.0,AV,UpDown,diffLettre,mismatch,L1_LU.png,1.0,1366.0
1130,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,3.0,AV,new,miroir,mismatch,L2_RD.png,0.0,869.0
1131,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,4.0,AV,LeftRight,match,match,L1_RU.png,1.0,1854.0
1132,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,5.0,AV,control,match,match,L4_RU.png,1.0,952.0
1133,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,6.0,AV,control,match,match,L3_LU.png,1.0,946.0
1134,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,7.0,AV,LeftRight,match,match,L1_LU.png,1.0,1504.0
1135,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,8.0,AV,new,UpDown,mismatch,L4_RU.png,1.0,895.0
1136,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,9.0,AV,UpDown,match,match,L2_RD.png,1.0,952.0
1137,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,10.0,AV,new,miroir,mismatch,L2_RU.png,0.0,1108.0
1138,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,11.0,AV,new,diffLettre,mismatch,L1_RU.png,1.0,948.0
1139,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,8.0,12.0,AV,new,UpDown,mismatch,L3_LU.png,1.0,922.0
1140,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,1.0,AV,new,UpDown,mismatch,L1_RU.png,1.0,979.0
1141,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,2.0,AV,UpDown,diffLettre,mismatch,L3_LU.png,1.0,1710.0
1142,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,3.0,AV,LeftRight,match,match,L1_LU.png,1.0,1131.0
1143,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,4.0,AV,UpDown,UpDown,mismatch,L2_RU.png,0.0,1995.0
1144,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,5.0,AV,LeftRight,diffLettre,mismatch,L1_LU.png,1.0,1368.0
1145,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,6.0,AV,control,match,match,L4_RU.png,1.0,959.0
1146,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,7.0,AV,control,match,match,L3_LU.png,1.0,700.0
1147,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,8.0,AV,UpDown,match,match,L2_RU.png,1.0,1111.0
1148,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,9.0,AV,LeftRight,match,match,L1_RU.png,1.0,879.0
1149,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,10.0,AV,new,miroir,mismatch,L2_RD.png,0.0,1040.0
1150,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,11.0,AV,new,miroir,mismatch,L4_RU.png,1.0,832.0
1151,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,9.0,12.0,AV,UpDown,match,match,L2_RD.png,1.0,983.0
1152,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,1.0,AV,control,match,match,L3_LU.png,1.0,745.0
1153,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,2.0,AV,control,match,match,L4_RU.png,1.0,908.0
1154,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,3.0,AV,UpDown,match,match,L2_RD.png,1.0,1403.0
1155,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,4.0,AV,UpDown,match,match,L2_RU.png,1.0,957.0
1156,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,5.0,AV,LeftRight,match,match,L1_LU.png,1.0,827.0
1157,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,6.0,AV,LeftRight,match,match,L1_RU.png,1.0,742.0
1158,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,7.0,AV,new,UpDown,mismatch,L1_RU.png,1.0,677.0
1159,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,8.0,AV,control,diffLettre,mismatch,L2_RD.png,1.0,923.0
1160,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,9.0,AV,new,miroir,mismatch,L3_LU.png,1.0,863.0
1161,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,10.0,AV,control,diffLettre,mismatch,L2_RU.png,1.0,947.0
1162,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,11.0,AV,new,UpDown,mismatch,L1_LU.png,1.0,893.0
1163,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,10.0,12.0,AV,new,miroir,mismatch,L4_RU.png,1.0,994.0
1164,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,1.0,AV,UpDown,diffLettre,mismatch,L4_RU.png,1.0,1062.0
1165,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,2.0,AV,UpDown,match,match,L2_RU.png,1.0,1151.0
1166,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,3.0,AV,UpDown,match,match,L2_RD.png,1.0,1198.0
1167,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,4.0,AV,control,match,match,L4_RU.png,1.0,987.0
1168,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,5.0,AV,LeftRight,match,match,L1_RU.png,1.0,905.0
1169,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,6.0,AV,LeftRight,miroir,mismatch,L1_RU.png,1.0,1071.0
1170,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,7.0,AV,new,miroir,mismatch,L2_RU.png,0.0,1424.0
1171,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,8.0,AV,new,UpDown,mismatch,L1_LU.png,1.0,803.0
1172,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,9.0,AV,new,UpDown,mismatch,L3_LU.png,1.0,808.0
1173,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,10.0,AV,control,match,match,L3_LU.png,1.0,792.0
1174,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,11.0,AV,control,diffLettre,mismatch,L2_RD.png,1.0,920.0
1175,5,A,1,association,BuildUP,1,5.0,1.0,19.0,female,right,5.0,11.0,12.0,AV,LeftRight,match,match,L1_LU.png,1.0,706.0
1825,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,1.0,AVWS,LeftRight,match,match,L9_RD.png,1.0,1081.0
1826,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,2.0,AVWS,UpDown,UpDown,mismatch,L10_RU.png,1.0,1091.0
1827,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,3.0,AVWS,LeftRight,miroir,mismatch,L9_RD.png,1.0,1030.0
1828,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,4.0,AVWS,LeftRight,miroir,mismatch,L9_LD.png,1.0,1132.0
1829,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,5.0,AVWS,UpDown,match,match,L10_RU.png,0.0,694.0
1830,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,6.0,AVWS,LeftRight,match,match,L9_LD.png,1.0,1616.0
1831,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,7.0,AVWS,control,match,match,L12_LD.png,1.0,798.0
1832,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,8.0,AVWS,UpDown,UpDown,mismatch,L10_RD.png,0.0,865.0
1833,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,9.0,AVWS,control,diffLettre,mismatch,L11_RD.png,1.0,1160.0
1834,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,10.0,AVWS,control,match,match,L11_RD.png,1.0,742.0
1835,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,11.0,AVWS,control,diffLettre,mismatch,L12_LD.png,1.0,733.0
1836,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,7.0,12.0,AVWS,UpDown,match,match,L10_RD.png,1.0,1090.0
1837,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,1.0,AVWS,UpDown,match,match,L10_RU.png,1.0,809.0
1838,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,2.0,AVWS,new,miroir,mismatch,L12_LD.png,1.0,713.0
1839,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,3.0,AVWS,new,diffLettre,mismatch,L9_LD.png,1.0,668.0
1840,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,4.0,AVWS,new,UpDown,mismatch,L9_RD.png,1.0,738.0
1841,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,5.0,AVWS,UpDown,diffLettre,mismatch,L11_RD.png,1.0,1083.0
1842,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,6.0,AVWS,UpDown,match,match,L10_RD.png,1.0,1038.0
1843,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,7.0,AVWS,UpDown,UpDown,mismatch,L10_RD.png,1.0,679.0
1844,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,8.0,AVWS,LeftRight,match,match,L9_RD.png,1.0,975.0
1845,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,9.0,AVWS,control,match,match,L12_LD.png,1.0,720.0
1846,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,10.0,AVWS,control,match,match,L11_RD.png,1.0,712.0
1847,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,11.0,AVWS,new,miroir,mismatch,L10_RU.png,1.0,610.0
1848,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,8.0,12.0,AVWS,LeftRight,match,match,L9_LD.png,1.0,797.0
1849,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,1.0,AVWS,UpDown,match,match,L10_RU.png,1.0,800.0
1850,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,2.0,AVWS,LeftRight,match,match,L9_RD.png,1.0,1643.0
1851,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,3.0,AVWS,new,diffLettre,mismatch,L9_RD.png,1.0,714.0
1852,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,4.0,AVWS,new,miroir,mismatch,L10_RU.png,1.0,477.0
1853,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,5.0,AVWS,new,UpDown,mismatch,L12_LD.png,1.0,544.0
1854,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,6.0,AVWS,LeftRight,match,match,L9_LD.png,1.0,547.0
1855,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,7.0,AVWS,new,miroir,mismatch,L10_RD.png,1.0,484.0
1856,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,8.0,AVWS,new,UpDown,mismatch,L11_RD.png,1.0,799.0
1857,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,9.0,AVWS,control,match,match,L11_RD.png,1.0,773.0
1858,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,10.0,AVWS,control,match,match,L12_LD.png,1.0,764.0
1859,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,11.0,AVWS,UpDown,match,match,L10_RD.png,1.0,690.0
1860,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,9.0,12.0,AVWS,new,diffLettre,mismatch,L9_LD.png,1.0,498.0
1861,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,1.0,AVWS,control,match,match,L11_RD.png,1.0,689.0
1862,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,2.0,AVWS,new,UpDown,mismatch,L9_RD.png,1.0,905.0
1863,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,3.0,AVWS,new,miroir,mismatch,L12_LD.png,1.0,690.0
1864,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,4.0,AVWS,new,UpDown,mismatch,L9_LD.png,1.0,580.0
1865,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,5.0,AVWS,UpDown,match,match,L10_RU.png,1.0,677.0
1866,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,6.0,AVWS,LeftRight,diffLettre,mismatch,L10_RD.png,1.0,741.0
1867,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,7.0,AVWS,control,diffLettre,mismatch,L10_RU.png,1.0,862.0
1868,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,8.0,AVWS,control,match,match,L12_LD.png,1.0,1035.0
1869,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,9.0,AVWS,new,miroir,mismatch,L11_RD.png,1.0,628.0
1870,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,10.0,AVWS,LeftRight,match,match,L9_RD.png,1.0,1112.0
1871,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,11.0,AVWS,UpDown,match,match,L10_RD.png,1.0,796.0
1872,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,10.0,12.0,AVWS,LeftRight,match,match,L9_LD.png,1.0,509.0
1873,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,1.0,AVWS,new,UpDown,mismatch,L9_LD.png,1.0,552.0
1874,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,2.0,AVWS,LeftRight,miroir,mismatch,L9_RD.png,1.0,753.0
1875,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,3.0,AVWS,new,UpDown,mismatch,L11_RD.png,1.0,549.0
1876,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,4.0,AVWS,LeftRight,match,match,L9_LD.png,1.0,615.0
1877,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,5.0,AVWS,UpDown,match,match,L10_RU.png,1.0,615.0
1878,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,6.0,AVWS,new,diffLettre,mismatch,L10_RU.png,1.0,567.0
1879,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,7.0,AVWS,control,match,match,L12_LD.png,1.0,622.0
1880,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,8.0,AVWS,control,match,match,L11_RD.png,1.0,490.0
1881,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,9.0,AVWS,new,miroir,mismatch,L10_RD.png,1.0,796.0
1882,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,10.0,AVWS,UpDown,diffLettre,mismatch,L12_LD.png,1.0,843.0
1883,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,11.0,AVWS,LeftRight,match,match,L9_RD.png,1.0,909.0
1884,19,C,1,association,LowCOG,3,19.0,1.0,19.0,female,right,1.0,11.0,12.0,AVWS,UpDown,match,match,L10_RD.png,1.0,577.0
1891,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,1.0,AVW,control,match,match,L8_RD.png,1.0,862.0
1892,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,2.0,AVW,control,diffLettre,mismatch,L8_RD.png,1.0,576.0
1893,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,3.0,AVW,LeftRight,miroir,mismatch,L5_RD.png,1.0,1025.0
1894,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,4.0,AVW,UpDown,match,match,L6_LU.png,1.0,627.0
1895,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,5.0,AVW,LeftRight,match,match,L5_LD.png,1.0,782.0
1896,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,6.0,AVW,control,match,match,L7_LD.png,1.0,801.0
1897,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,7.0,AVW,LeftRight,match,match,L5_RD.png,1.0,701.0
1898,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,8.0,AVW,control,diffLettre,mismatch,L7_LD.png,1.0,699.0
1899,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,9.0,AVW,UpDown,UpDown,mismatch,L6_LU.png,1.0,664.0
1900,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,10.0,AVW,UpDown,match,match,L6_LD.png,1.0,688.0
1901,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,11.0,AVW,LeftRight,miroir,mismatch,L5_LD.png,1.0,704.0
1902,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,7.0,12.0,AVW,UpDown,UpDown,mismatch,L6_LD.png,1.0,831.0
1903,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,1.0,AVW,new,diffLettre,mismatch,L7_LD.png,1.0,562.0
1904,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,2.0,AVW,UpDown,match,match,L6_LD.png,1.0,834.0
1905,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,3.0,AVW,UpDown,match,match,L6_LU.png,1.0,636.0
1906,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,4.0,AVW,LeftRight,match,match,L5_RD.png,1.0,507.0
1907,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,5.0,AVW,control,match,match,L8_RD.png,1.0,509.0
1908,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,6.0,AVW,control,match,match,L7_LD.png,1.0,542.0
1909,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,7.0,AVW,new,miroir,mismatch,L8_RD.png,1.0,381.0
1910,19,B,1,association,BuildUP,2,19.0,1.0,19.0,female,right,1.0,8.0,8.0,AVW,new,miroir,mismatch,L6_LD.png,1.0,360.0
